Países,Quantidade (KG),Valor (US$),Ano
Austrália,0.0,0.0,1977
Áustria,0.0,0.0,1977
Bermudas,0.0,0.0,1977
Bahamas,0.0,0.0,1977
Bélgica,0.0,0.0,1977
Brasil,0.0,0.0,1977
Bulgária,0.0,0.0,1977
Canada,0.0,0.0,1977
Chile,630.0,1059.0,1977
Croácia,0.0,0.0,1977
Cuba,0.0,0.0,1977
Emirados Árabes Unidos,0.0,0.0,1977
Eslovênia,0.0,0.0,1977
Espanha,31319.0,36998.0,1977
Estados Unidos,0.0,0.0,1977
França,24584.0,105421.0,1977
Geórgia,0.0,0.0,1977
Granada,0.0,0.0,1977
Grécia,0.0,0.0,1977
Hong Kong,0.0,0.0,1977
Hungria,0.0,0.0,1977
Indonésia,0.0,0.0,1977
Irlanda,0.0,0.0,1977
Israel,450.0,700.0,1977
Itália,19995.0,17483.0,1977
Luxemburgo,0.0,0.0,1977
México,8122.0,13185.0,1977
Moldávia,0.0,0.0,1977
Nova Zelândia,0.0,0.0,1977
Países Baixos,0.0,0.0,1977
Panamá,0.0,0.0,1977
Peru,0.0,0.0,1977
Portugal,931.0,1462.0,1977
Reino Unido,0.0,0.0,1977
Romênia,0.0,0.0,1977
Suíça,0.0,0.0,1977
Tunísia,0.0,0.0,1977
Ucrânia,0.0,0.0,1977
Uruguai,0.0,0.0,1977
Não consta na tabela,0.0,0.0,1977
Não declarados,0.0,0.0,1977
Outros,0.0,0.0,1977
Africa do Sul,0.0,0.0,1978
Alemanha,420.0,1059.0,1978
Argentina,180.0,210.0,1978
Austrália,0.0,0.0,1978
Áustria,0.0,0.0,1978
Bermudas,0.0,0.0,1978
Bahamas,0.0,0.0,1978
Bélgica,0.0,0.0,1978
Brasil,0.0,0.0,1978
Bulgária,0.0,0.0,1978
Canada,0.0,0.0,1978
Chile,45.0,76.0,1978
Croácia,0.0,0.0,1978
Cuba,0.0,0.0,1978
Emirados Árabes Unidos,0.0,0.0,1978
Eslovênia,0.0,0.0,1978
Espanha,38780.0,49246.0,1978
Estados Unidos,0.0,0.0,1978
França,51710.0,236584.0,1978
Geórgia,0.0,0.0,1978
Granada,0.0,0.0,1978
Grécia,0.0,0.0,1978
Hong Kong,0.0,0.0,1978
Hungria,0.0,0.0,1978
Indonésia,0.0,0.0,1978
Irlanda,0.0,0.0,1978
Israel,0.0,0.0,1978
Itália,7119.0,8916.0,1978
Luxemburgo,0.0,0.0,1978
México,0.0,0.0,1978
Moldávia,0.0,0.0,1978
Nova Zelândia,0.0,0.0,1978
Países Baixos,0.0,0.0,1978
Panamá,0.0,0.0,1978
Peru,0.0,0.0,1978
Portugal,11077.0,18687.0,1978
Reino Unido,0.0,0.0,1978
Romênia,0.0,0.0,1978
Suíça,0.0,0.0,1978
Tunísia,0.0,0.0,1978
Ucrânia,0.0,0.0,1978
Uruguai,0.0,0.0,1978
Não consta na tabela,0.0,0.0,1978
Não declarados,0.0,0.0,1978
Outros,0.0,0.0,1978
Africa do Sul,0.0,0.0,1979
Alemanha,1020.0,3901.0,1979
Argentina,13500.0,16500.0,1979
Austrália,0.0,0.0,1979
Áustria,0.0,0.0,1979
Bermudas,0.0,0.0,1979
Bahamas,0.0,0.0,1979
Bélgica,0.0,0.0,1979
Brasil,0.0,0.0,1979
Bulgária,0.0,0.0,1979
Canada,0.0,0.0,1979
Chile,0.0,0.0,1979
Croácia,0.0,0.0,1979
Cuba,0.0,0.0,1979
Emirados Árabes Unidos,0.0,0.0,1979
Eslovênia,0.0,0.0,1979
Espanha,44226.0,56686.0,1979
Estados Unidos,0.0,0.0,1979
França,27554.0,169843.0,1979
Geórgia,0.0,0.0,1979
Granada,0.0,0.0,1979
Grécia,0.0,0.0,1979
Hong Kong,0.0,0.0,1979
Hungria,0.0,0.0,1979
Indonésia,0.0,0.0,1979
Irlanda,0.0,0.0,1979
Israel,180.0,370.0,1979
Itália,16234.0,18345.0,1979
Luxemburgo,0.0,0.0,1979
México,0.0,0.0,1979
Moldávia,0.0,0.0,1979
Nova Zelândia,0.0,0.0,1979
Países Baixos,0.0,0.0,1979
Panamá,0.0,0.0,1979
Peru,0.0,0.0,1979
Portugal,8967.0,19683.0,1979
Reino Unido,0.0,0.0,1979
Romênia,0.0,0.0,1979
Suíça,0.0,0.0,1979
Tunísia,0.0,0.0,1979
Ucrânia,0.0,0.0,1979
Uruguai,0.0,0.0,1979
Não consta na tabela,0.0,0.0,1979
Não declarados,0.0,0.0,1979
Outros,0.0,0.0,1979
Africa do Sul,0.0,0.0,1980
Alemanha,332.0,1175.0,1980
Argentina,0.0,0.0,1980
Austrália,0.0,0.0,1980
Áustria,0.0,0.0,1980
Bermudas,0.0,0.0,1980
Bahamas,0.0,0.0,1980
Bélgica,0.0,0.0,1980
Brasil,0.0,0.0,1980
Bulgária,0.0,0.0,1980
Canada,0.0,0.0,1980
Chile,861.0,1734.0,1980
Croácia,0.0,0.0,1980
Cuba,0.0,0.0,1980
Emirados Árabes Unidos,0.0,0.0,1980
Eslovênia,0.0,0.0,1980
Espanha,45842.0,49789.0,1980
Estados Unidos,0.0,0.0,1980
França,13235.0,82136.0,1980
Geórgia,0.0,0.0,1980
Granada,0.0,0.0,1980
Grécia,0.0,0.0,1980
Hong Kong,0.0,0.0,1980
Hungria,0.0,0.0,1980
Indonésia,0.0,0.0,1980
Irlanda,0.0,0.0,1980
Israel,585.0,1435.0,1980
Itália,20932.0,33860.0,1980
Luxemburgo,0.0,0.0,1980
México,0.0,0.0,1980
Moldávia,0.0,0.0,1980
Nova Zelândia,0.0,0.0,1980
Países Baixos,0.0,0.0,1980
Panamá,0.0,0.0,1980
Peru,0.0,0.0,1980
Portugal,4242.0,8979.0,1980
Reino Unido,0.0,0.0,1980
Romênia,0.0,0.0,1980
Suíça,0.0,0.0,1980
Tunísia,0.0,0.0,1980
Ucrânia,0.0,0.0,1980
Uruguai,0.0,0.0,1980
Não consta na tabela,0.0,0.0,1980
Não declarados,0.0,0.0,1980
Outros,0.0,0.0,1980
Africa do Sul,0.0,0.0,1981
Alemanha,753.0,1860.0,1981
Argentina,0.0,0.0,1981
Austrália,0.0,0.0,1981
Áustria,0.0,0.0,1981
Bermudas,0.0,0.0,1981
Bahamas,0.0,0.0,1981
Bélgica,0.0,0.0,1981
Brasil,0.0,0.0,1981
Bulgária,0.0,0.0,1981
Canada,0.0,0.0,1981
Chile,18090.0,25350.0,1981
Croácia,0.0,0.0,1981
Cuba,0.0,0.0,1981
Emirados Árabes Unidos,0.0,0.0,1981
Eslovênia,0.0,0.0,1981
Espanha,25685.0,21293.0,1981
Estados Unidos,0.0,0.0,1981
França,14555.0,65022.0,1981
Geórgia,0.0,0.0,1981
Granada,0.0,0.0,1981
Grécia,0.0,0.0,1981
Hong Kong,0.0,0.0,1981
Hungria,0.0,0.0,1981
Indonésia,0.0,0.0,1981
Irlanda,0.0,0.0,1981
Israel,360.0,985.0,1981
Itália,17290.0,20568.0,1981
Luxemburgo,0.0,0.0,1981
México,0.0,0.0,1981
Moldávia,0.0,0.0,1981
Nova Zelândia,0.0,0.0,1981
Países Baixos,0.0,0.0,1981
Panamá,0.0,0.0,1981
Peru,0.0,0.0,1981
Portugal,284778.0,368103.0,1981
Reino Unido,0.0,0.0,1981
Romênia,0.0,0.0,1981
Suíça,0.0,0.0,1981
Tunísia,0.0,0.0,1981
Ucrânia,0.0,0.0,1981
Uruguai,0.0,0.0,1981
Não consta na tabela,0.0,0.0,1981
Não declarados,0.0,0.0,1981
Outros,6075.0,15875.0,1981
Africa do Sul,0.0,0.0,1982
Alemanha,117270.0,101714.0,1982
Argentina,0.0,0.0,1982
Austrália,0.0,0.0,1982
Áustria,0.0,0.0,1982
Bermudas,0.0,0.0,1982
Bahamas,0.0,0.0,1982
Bélgica,0.0,0.0,1982
Brasil,0.0,0.0,1982
Bulgária,0.0,0.0,1982
Canada,0.0,0.0,1982
Chile,14865.0,21614.0,1982
Croácia,0.0,0.0,1982
Cuba,0.0,0.0,1982
Emirados Árabes Unidos,0.0,0.0,1982
Eslovênia,0.0,0.0,1982
Espanha,46249.0,47183.0,1982
Estados Unidos,0.0,0.0,1982
França,13128.0,32209.0,1982
Geórgia,0.0,0.0,1982
Granada,0.0,0.0,1982
Grécia,0.0,0.0,1982
Hong Kong,0.0,0.0,1982
Hungria,0.0,0.0,1982
Indonésia,0.0,0.0,1982
Irlanda,0.0,0.0,1982
Israel,360.0,1001.0,1982
Itália,32542.0,35237.0,1982
Luxemburgo,0.0,0.0,1982
México,0.0,0.0,1982
Moldávia,0.0,0.0,1982
Nova Zelândia,0.0,0.0,1982
Países Baixos,0.0,0.0,1982
Panamá,0.0,0.0,1982
Peru,0.0,0.0,1982
Portugal,242143.0,311212.0,1982
Reino Unido,0.0,0.0,1982
Romênia,0.0,0.0,1982
Suíça,0.0,0.0,1982
Tunísia,0.0,0.0,1982
Ucrânia,0.0,0.0,1982
Uruguai,0.0,0.0,1982
Não consta na tabela,0.0,0.0,1982
Não declarados,0.0,0.0,1982
Outros,1350.0,10200.0,1982
Africa do Sul,0.0,0.0,1983
Alemanha,215712.0,193026.0,1983
Argentina,0.0,0.0,1983
Austrália,0.0,0.0,1983
Áustria,0.0,0.0,1983
Bermudas,0.0,0.0,1983
Bahamas,0.0,0.0,1983
Bélgica,0.0,0.0,1983
Brasil,0.0,0.0,1983
Bulgária,0.0,0.0,1983
Canada,0.0,0.0,1983
Chile,900.0,1650.0,1983
Croácia,0.0,0.0,1983
Cuba,0.0,0.0,1983
Emirados Árabes Unidos,0.0,0.0,1983
Eslovênia,0.0,0.0,1983
Espanha,17190.0,18043.0,1983
Estados Unidos,0.0,0.0,1983
França,16253.0,45318.0,1983
Geórgia,0.0,0.0,1983
Granada,0.0,0.0,1983
Grécia,0.0,0.0,1983
Hong Kong,0.0,0.0,1983
Hungria,0.0,0.0,1983
Indonésia,0.0,0.0,1983
Irlanda,0.0,0.0,1983
Israel,270.0,749.0,1983
Itália,9000.0,7645.0,1983
Luxemburgo,0.0,0.0,1983
México,0.0,0.0,1983
Moldávia,0.0,0.0,1983
Nova Zelândia,0.0,0.0,1983
Países Baixos,0.0,0.0,1983
Panamá,0.0,0.0,1983
Peru,0.0,0.0,1983
Portugal,231759.0,274033.0,1983
Reino Unido,0.0,0.0,1983
Romênia,0.0,0.0,1983
Suíça,0.0,0.0,1983
Tunísia,0.0,0.0,1983
Ucrânia,0.0,0.0,1983
Uruguai,0.0,0.0,1983
Não consta na tabela,0.0,0.0,1983
Não declarados,0.0,0.0,1983
Outros,1188.0,8588.0,1983
Africa do Sul,0.0,0.0,1984
Alemanha,3360.0,3130.0,1984
Argentina,0.0,0.0,1984
Austrália,0.0,0.0,1984
Áustria,0.0,0.0,1984
Bermudas,0.0,0.0,1984
Bahamas,0.0,0.0,1984
Bélgica,0.0,0.0,1984
Brasil,0.0,0.0,1984
Bulgária,0.0,0.0,1984
Canada,0.0,0.0,1984
Chile,4200.0,5500.0,1984
Croácia,0.0,0.0,1984
Cuba,0.0,0.0,1984
Emirados Árabes Unidos,0.0,0.0,1984
Eslovênia,0.0,0.0,1984
Espanha,12824.0,13110.0,1984
Estados Unidos,0.0,0.0,1984
França,11308.0,37594.0,1984
Geórgia,0.0,0.0,1984
Granada,0.0,0.0,1984
Grécia,0.0,0.0,1984
Hong Kong,0.0,0.0,1984
Hungria,0.0,0.0,1984
Indonésia,0.0,0.0,1984
Irlanda,0.0,0.0,1984
Israel,720.0,1880.0,1984
Itália,2430.0,1917.0,1984
Luxemburgo,0.0,0.0,1984
México,4158.0,6060.0,1984
Moldávia,0.0,0.0,1984
Nova Zelândia,0.0,0.0,1984
Países Baixos,0.0,0.0,1984
Panamá,0.0,0.0,1984
Peru,0.0,0.0,1984
Portugal,126855.0,136371.0,1984
Reino Unido,0.0,0.0,1984
Romênia,0.0,0.0,1984
Suíça,0.0,0.0,1984
Tunísia,0.0,0.0,1984
Ucrânia,0.0,0.0,1984
Uruguai,0.0,0.0,1984
Não consta na tabela,0.0,0.0,1984
Não declarados,0.0,0.0,1984
Outros,1080.0,7152.0,1984
Africa do Sul,0.0,0.0,1985
Alemanha,0.0,0.0,1985
Argentina,0.0,0.0,1985
Austrália,0.0,0.0,1985
Áustria,0.0,0.0,1985
Bermudas,0.0,0.0,1985
Bahamas,0.0,0.0,1985
Bélgica,0.0,0.0,1985
Brasil,0.0,0.0,1985
Bulgária,0.0,0.0,1985
Canada,0.0,0.0,1985
Chile,0.0,0.0,1985
Croácia,0.0,0.0,1985
Cuba,0.0,0.0,1985
Emirados Árabes Unidos,0.0,0.0,1985
Eslovênia,0.0,0.0,1985
Espanha,19005.0,29323.0,1985
Estados Unidos,0.0,0.0,1985
França,35317.0,118807.0,1985
Geórgia,0.0,0.0,1985
Granada,0.0,0.0,1985
Grécia,0.0,0.0,1985
Hong Kong,0.0,0.0,1985
Hungria,0.0,0.0,1985
Indonésia,0.0,0.0,1985
Irlanda,0.0,0.0,1985
Israel,0.0,0.0,1985
Itália,12456.0,15821.0,1985
Luxemburgo,0.0,0.0,1985
México,0.0,0.0,1985
Moldávia,0.0,0.0,1985
Nova Zelândia,0.0,0.0,1985
Países Baixos,0.0,0.0,1985
Panamá,0.0,0.0,1985
Peru,0.0,0.0,1985
Portugal,245613.0,247970.0,1985
Reino Unido,0.0,0.0,1985
Romênia,0.0,0.0,1985
Suíça,0.0,0.0,1985
Tunísia,0.0,0.0,1985
Ucrânia,0.0,0.0,1985
Uruguai,0.0,0.0,1985
Não consta na tabela,0.0,0.0,1985
Não declarados,0.0,0.0,1985
Outros,450.0,700.0,1985
Africa do Sul,0.0,0.0,1986
Alemanha,32490.0,37388.0,1986
Argentina,270.0,990.0,1986
Austrália,0.0,0.0,1986
Áustria,0.0,0.0,1986
Bermudas,0.0,0.0,1986
Bahamas,0.0,0.0,1986
Bélgica,0.0,0.0,1986
Brasil,0.0,0.0,1986
Bulgária,0.0,0.0,1986
Canada,0.0,0.0,1986
Chile,900.0,800.0,1986
Croácia,0.0,0.0,1986
Cuba,0.0,0.0,1986
Emirados Árabes Unidos,0.0,0.0,1986
Eslovênia,0.0,0.0,1986
Espanha,43920.0,67595.0,1986
Estados Unidos,0.0,0.0,1986
França,37062.0,127661.0,1986
Geórgia,0.0,0.0,1986
Granada,0.0,0.0,1986
Grécia,0.0,0.0,1986
Hong Kong,0.0,0.0,1986
Hungria,0.0,0.0,1986
Indonésia,0.0,0.0,1986
Irlanda,0.0,0.0,1986
Israel,909.0,1672.0,1986
Itália,20355.0,29342.0,1986
Luxemburgo,0.0,0.0,1986
México,0.0,0.0,1986
Moldávia,0.0,0.0,1986
Nova Zelândia,0.0,0.0,1986
Países Baixos,0.0,0.0,1986
Panamá,0.0,0.0,1986
Peru,0.0,0.0,1986
Portugal,436485.0,468813.0,1986
Reino Unido,0.0,0.0,1986
Romênia,0.0,0.0,1986
Suíça,0.0,0.0,1986
Tunísia,0.0,0.0,1986
Ucrânia,0.0,0.0,1986
Uruguai,0.0,0.0,1986
Não consta na tabela,0.0,0.0,1986
Não declarados,0.0,0.0,1986
Outros,2934.0,5056.0,1986
Africa do Sul,0.0,0.0,1987
Alemanha,1800.0,2000.0,1987
Argentina,0.0,0.0,1987
Austrália,0.0,0.0,1987
Áustria,0.0,0.0,1987
Bermudas,0.0,0.0,1987
Bahamas,0.0,0.0,1987
Bélgica,0.0,0.0,1987
Brasil,0.0,0.0,1987
Bulgária,0.0,0.0,1987
Canada,0.0,0.0,1987
Chile,450.0,482.0,1987
Croácia,0.0,0.0,1987
Cuba,0.0,0.0,1987
Emirados Árabes Unidos,0.0,0.0,1987
Eslovênia,0.0,0.0,1987
Espanha,35910.0,52044.0,1987
Estados Unidos,0.0,0.0,1987
França,15550.0,135589.0,1987
Geórgia,0.0,0.0,1987
Granada,0.0,0.0,1987
Grécia,0.0,0.0,1987
Hong Kong,0.0,0.0,1987
Hungria,0.0,0.0,1987
Indonésia,0.0,0.0,1987
Irlanda,0.0,0.0,1987
Israel,765.0,1720.0,1987
Itália,16640.0,22399.0,1987
Luxemburgo,0.0,0.0,1987
México,0.0,0.0,1987
Moldávia,0.0,0.0,1987
Nova Zelândia,0.0,0.0,1987
Países Baixos,0.0,0.0,1987
Panamá,0.0,0.0,1987
Peru,0.0,0.0,1987
Portugal,228933.0,273749.0,1987
Reino Unido,0.0,0.0,1987
Romênia,0.0,0.0,1987
Suíça,0.0,0.0,1987
Tunísia,0.0,0.0,1987
Ucrânia,0.0,0.0,1987
Uruguai,0.0,0.0,1987
Não consta na tabela,0.0,0.0,1987
Não declarados,0.0,0.0,1987
Outros,0.0,0.0,1987
Africa do Sul,0.0,0.0,1988
Alemanha,450.0,534.0,1988
Argentina,315.0,840.0,1988
Austrália,0.0,0.0,1988
Áustria,0.0,0.0,1988
Bermudas,0.0,0.0,1988
Bahamas,0.0,0.0,1988
Bélgica,0.0,0.0,1988
Brasil,0.0,0.0,1988
