Países,Quantidade (KG),Valor (US$),Ano
Venezuela,4006.0,6239.0,1974
Não consta na tabela,0.0,0.0,1974
Outros,0.0,0.0,1974
Argélia,0.0,0.0,1975
Argentina,527100.0,313210.0,1975
Brasil,0.0,0.0,1975
Chile,2276355.0,1261496.0,1975
Colômbia,300449.0,229579.0,1975
Egito,0.0,0.0,1975
Espanha,116765.0,55435.0,1975
Estados Unidos,49955.0,33535.0,1975
Grécia,0.0,0.0,1975
Itália,0.0,0.0,1975
México,0.0,0.0,1975
Peru,0.0,0.0,1975
Paraguai,0.0,0.0,1975
Portugal,0.0,0.0,1975
Panamá,0.0,0.0,1975
Reino Unido,0.0,0.0,1975
Uruguai,0.0,0.0,1975
Venezuela,12734.0,20457.0,1975
Não consta na tabela,0.0,0.0,1975
Outros,0.0,0.0,1975
Argélia,0.0,0.0,1976
Argentina,1219700.0,651150.0,1976
Brasil,0.0,0.0,1976
Chile,3120369.0,1806900.0,1976
Colômbia,292849.0,252441.0,1976
Egito,0.0,0.0,1976
Espanha,0.0,0.0,1976
Estados Unidos,19778.0,19416.0,1976
Grécia,0.0,0.0,1976
Itália,0.0,0.0,1976
México,0.0,0.0,1976
Peru,0.0,0.0,1976
Paraguai,0.0,0.0,1976
Portugal,0.0,0.0,1976
Panamá,0.0,0.0,1976
Reino Unido,0.0,0.0,1976
Uruguai,0.0,0.0,1976
Venezuela,500.0,1168.0,1976
Não consta na tabela,0.0,0.0,1976
Outros,0.0,0.0,1976
Argélia,0.0,0.0,1977
Argentina,1974174.0,1065046.0,1977
Brasil,0.0,0.0,1977
Chile,2802160.0,1635475.0,1977
Colômbia,476525.0,383198.0,1977
Egito,0.0,0.0,1977
Espanha,0.0,0.0,1977
Estados Unidos,29160.0,23701.0,1977
Grécia,0.0,0.0,1977
Itália,0.0,0.0,1977
México,0.0,0.0,1977
Peru,0.0,0.0,1977
Paraguai,0.0,0.0,1977
Portugal,0.0,0.0,1977
Panamá,0.0,0.0,1977
Reino Unido,0.0,0.0,1977
Uruguai,0.0,0.0,1977
Venezuela,0.0,0.0,1977
Não consta na tabela,0.0,0.0,1977
Outros,0.0,0.0,1977
Argélia,0.0,0.0,1978
Argentina,1998590.0,1256166.0,1978
Brasil,0.0,0.0,1978
Chile,3320968.0,2178091.0,1978
Colômbia,208954.0,183724.0,1978
Egito,0.0,0.0,1978
Espanha,0.0,0.0,1978
Estados Unidos,15370.0,17394.0,1978
Grécia,0.0,0.0,1978
Itália,0.0,0.0,1978
México,0.0,0.0,1978
Peru,1500.0,1425.0,1978
Paraguai,0.0,0.0,1978
Portugal,0.0,0.0,1978
Panamá,0.0,0.0,1978
Reino Unido,0.0,0.0,1978
Uruguai,0.0,0.0,1978
Venezuela,0.0,0.0,1978
Não consta na tabela,0.0,0.0,1978
Outros,0.0,0.0,1978
Argélia,0.0,0.0,1979
Argentina,490090.0,419189.0,1979
Brasil,0.0,0.0,1979
Chile,3032695.0,2400561.0,1979
Colômbia,250150.0,229134.0,1979
Egito,0.0,0.0,1979
Espanha,70000.0,40600.0,1979
Estados Unidos,35014.0,27840.0,1979
Grécia,0.0,0.0,1979
Itália,0.0,0.0,1979
México,59980.0,53982.0,1979
Peru,0.0,0.0,1979
Paraguai,0.0,0.0,1979
Portugal,0.0,0.0,1979
Panamá,0.0,0.0,1979
Reino Unido,0.0,0.0,1979
Uruguai,0.0,0.0,1979
Venezuela,0.0,0.0,1979
Não consta na tabela,0.0,0.0,1979
Outros,0.0,0.0,1979
Argélia,0.0,0.0,1980
Argentina,276000.0,253558.0,1980
Brasil,0.0,0.0,1980
Chile,1334991.0,1237355.0,1980
Colômbia,65176.0,83747.0,1980
Egito,0.0,0.0,1980
Espanha,0.0,0.0,1980
Estados Unidos,167893.0,165275.0,1980
Grécia,0.0,0.0,1980
Itália,0.0,0.0,1980
México,0.0,0.0,1980
Peru,3500.0,2625.0,1980
Paraguai,0.0,0.0,1980
Portugal,0.0,0.0,1980
Panamá,0.0,0.0,1980
Reino Unido,0.0,0.0,1980
Uruguai,0.0,0.0,1980
Venezuela,0.0,0.0,1980
Não consta na tabela,0.0,0.0,1980
Outros,0.0,0.0,1980
Argélia,0.0,0.0,1981
Argentina,241000.0,270013.0,1981
Brasil,0.0,0.0,1981
Chile,1423377.0,1374551.0,1981
Colômbia,45880.0,59605.0,1981
Egito,0.0,0.0,1981
Espanha,0.0,0.0,1981
Estados Unidos,19523.0,18945.0,1981
Grécia,90000.0,32000.0,1981
Itália,0.0,0.0,1981
México,0.0,0.0,1981
Peru,0.0,0.0,1981
Paraguai,0.0,0.0,1981
Portugal,0.0,0.0,1981
Panamá,0.0,0.0,1981
Reino Unido,0.0,0.0,1981
Uruguai,0.0,0.0,1981
Venezuela,0.0,0.0,1981
Não consta na tabela,0.0,0.0,1981
Outros,0.0,0.0,1981
Argélia,0.0,0.0,1982
Argentina,1004840.0,767208.0,1982
Brasil,0.0,0.0,1982
Chile,1999116.0,1798239.0,1982
Colômbia,99070.0,123176.0,1982
Egito,0.0,0.0,1982
Espanha,0.0,0.0,1982
Estados Unidos,5060.0,7590.0,1982
Grécia,0.0,0.0,1982
Itália,0.0,0.0,1982
México,0.0,0.0,1982
Peru,0.0,0.0,1982
Paraguai,0.0,0.0,1982
Portugal,0.0,0.0,1982
Panamá,0.0,0.0,1982
Reino Unido,0.0,0.0,1982
Uruguai,0.0,0.0,1982
Venezuela,0.0,0.0,1982
Não consta na tabela,0.0,0.0,1982
Outros,0.0,0.0,1982
Argélia,0.0,0.0,1983
Argentina,1394060.0,864456.0,1983
Brasil,0.0,0.0,1983
Chile,1217488.0,922064.0,1983
Colômbia,53450.0,59690.0,1983
Egito,0.0,0.0,1983
Espanha,0.0,0.0,1983
Estados Unidos,9240.0,14910.0,1983
Grécia,0.0,0.0,1983
Itália,0.0,0.0,1983
México,0.0,0.0,1983
Peru,0.0,0.0,1983
Paraguai,0.0,0.0,1983
Portugal,0.0,0.0,1983
Panamá,0.0,0.0,1983
Reino Unido,0.0,0.0,1983
Uruguai,0.0,0.0,1983
Venezuela,0.0,0.0,1983
Não consta na tabela,0.0,0.0,1983
Outros,0.0,0.0,1983
Argélia,0.0,0.0,1984
Argentina,251900.0,146965.0,1984
Brasil,0.0,0.0,1984
Chile,880497.0,695522.0,1984
Colômbia,4500.0,5400.0,1984
Egito,0.0,0.0,1984
Espanha,60000.0,24000.0,1984
Estados Unidos,6490.0,10060.0,1984
Grécia,0.0,0.0,1984
Itália,0.0,0.0,1984
México,0.0,0.0,1984
Peru,0.0,0.0,1984
Paraguai,0.0,0.0,1984
Portugal,0.0,0.0,1984
Panamá,0.0,0.0,1984
Reino Unido,0.0,0.0,1984
Uruguai,0.0,0.0,1984
Venezuela,0.0,0.0,1984
Não consta na tabela,0.0,0.0,1984
Outros,0.0,0.0,1984
Argélia,0.0,0.0,1985
Argentina,208150.0,125910.0,1985
Brasil,0.0,0.0,1985
Chile,598037.0,424806.0,1985
Colômbia,0.0,0.0,1985
Egito,0.0,0.0,1985
Espanha,0.0,0.0,1985
Estados Unidos,5400.0,9045.0,1985
Grécia,0.0,0.0,1985
Itália,0.0,0.0,1985
México,0.0,0.0,1985
Peru,0.0,0.0,1985
Paraguai,0.0,0.0,1985
Portugal,0.0,0.0,1985
Panamá,0.0,0.0,1985
Reino Unido,0.0,0.0,1985
Uruguai,0.0,0.0,1985
Venezuela,0.0,0.0,1985
Não consta na tabela,0.0,0.0,1985
Outros,0.0,0.0,1985
Argélia,0.0,0.0,1986
Argentina,267240.0,189890.0,1986
Brasil,0.0,0.0,1986
Chile,1757520.0,1237918.0,1986
Colômbia,0.0,0.0,1986
Egito,0.0,0.0,1986
Espanha,0.0,0.0,1986
Estados Unidos,10800.0,18630.0,1986
Grécia,0.0,0.0,1986
Itália,0.0,0.0,1986
México,0.0,0.0,1986
Peru,0.0,0.0,1986
Paraguai,0.0,0.0,1986
Portugal,0.0,0.0,1986
Panamá,0.0,0.0,1986
Reino Unido,0.0,0.0,1986
Uruguai,0.0,0.0,1986
Venezuela,0.0,0.0,1986
Não consta na tabela,0.0,0.0,1986
Outros,0.0,0.0,1986
Argélia,0.0,0.0,1987
Argentina,773500.0,587095.0,1987
Brasil,0.0,0.0,1987
Chile,1812678.0,1467787.0,1987
Colômbia,0.0,0.0,1987
Egito,0.0,0.0,1987
Espanha,0.0,0.0,1987
Estados Unidos,19400.0,29840.0,1987
Grécia,0.0,0.0,1987
Itália,0.0,0.0,1987
México,0.0,0.0,1987
Peru,0.0,0.0,1987
Paraguai,0.0,0.0,1987
Portugal,0.0,0.0,1987
Panamá,0.0,0.0,1987
Reino Unido,0.0,0.0,1987
Uruguai,0.0,0.0,1987
Venezuela,0.0,0.0,1987
Não consta na tabela,0.0,0.0,1987
Outros,0.0,0.0,1987
Argélia,0.0,0.0,1988
Argentina,2861962.0,2115752.0,1988
Brasil,0.0,0.0,1988
Chile,2507118.0,1776746.0,1988
Colômbia,0.0,0.0,1988
Egito,0.0,0.0,1988
Espanha,0.0,0.0,1988
Estados Unidos,28800.0,49680.0,1988
Grécia,0.0,0.0,1988
Itália,0.0,0.0,1988
México,0.0,0.0,1988
Peru,0.0,0.0,1988
Paraguai,0.0,0.0,1988
Portugal,0.0,0.0,1988
Panamá,0.0,0.0,1988
Reino Unido,0.0,0.0,1988
Uruguai,0.0,0.0,1988
Venezuela,0.0,0.0,1988
Não consta na tabela,0.0,0.0,1988
Outros,0.0,0.0,1988
Argélia,0.0,0.0,1989
Argentina,5466862.0,4014451.0,1989
Brasil,0.0,0.0,1989
Chile,6876507.0,5594118.0,1989
Colômbia,0.0,0.0,1989
Egito,0.0,0.0,1989
Espanha,0.0,0.0,1989
Estados Unidos,43781.0,74756.0,1989
Grécia,0.0,0.0,1989
Itália,0.0,0.0,1989
México,0.0,0.0,1989
Peru,0.0,0.0,1989
Paraguai,0.0,0.0,1989
Portugal,0.0,0.0,1989
Panamá,0.0,0.0,1989
Reino Unido,0.0,0.0,1989
Uruguai,1050000.0,920000.0,1989
Venezuela,0.0,0.0,1989
Não consta na tabela,0.0,0.0,1989
Outros,0.0,0.0,1989
Argélia,0.0,0.0,1990
Argentina,6901560.0,4832246.0,1990
Brasil,0.0,0.0,1990
Chile,7022798.0,6150550.0,1990
Colômbia,110770.0,104715.0,1990
Egito,0.0,0.0,1990
Espanha,0.0,0.0,1990
Estados Unidos,646956.0,1027570.0,1990
Grécia,0.0,0.0,1990
Itália,0.0,0.0,1990
México,0.0,0.0,1990
Peru,0.0,0.0,1990
Paraguai,0.0,0.0,1990
Portugal,0.0,0.0,1990
Panamá,0.0,0.0,1990
Reino Unido,0.0,0.0,1990
Uruguai,0.0,0.0,1990
Venezuela,0.0,0.0,1990
Não consta na tabela,0.0,0.0,1990
Outros,0.0,0.0,1990
Argélia,0.0,0.0,1991
Argentina,4050739.0,3127738.0,1991
Brasil,0.0,0.0,1991
Chile,7895955.0,7033148.0,1991
Colômbia,39800.0,38190.0,1991
Egito,0.0,0.0,1991
Espanha,0.0,0.0,1991
Estados Unidos,136642.0,199080.0,1991
Grécia,0.0,0.0,1991
Itália,0.0,0.0,1991
México,0.0,0.0,1991
Peru,0.0,0.0,1991
Paraguai,0.0,0.0,1991
Portugal,0.0,0.0,1991
Panamá,0.0,0.0,1991
Reino Unido,0.0,0.0,1991
Uruguai,8627.0,8196.0,1991
Venezuela,0.0,0.0,1991
Não consta na tabela,0.0,0.0,1991
Outros,0.0,0.0,1991
Argélia,0.0,0.0,1992
Argentina,1836310.0,1550210.0,1992
Brasil,0.0,0.0,1992
Chile,2757676.0,2484872.0,1992
Colômbia,0.0,0.0,1992
Egito,0.0,0.0,1992
Espanha,0.0,0.0,1992
Estados Unidos,134098.0,126758.0,1992
Grécia,0.0,0.0,1992
Itália,0.0,0.0,1992
México,0.0,0.0,1992
Peru,0.0,0.0,1992
Paraguai,50004.0,50004.0,1992
Portugal,0.0,0.0,1992
Panamá,0.0,0.0,1992
Reino Unido,0.0,0.0,1992
Uruguai,7949.0,7551.0,1992
Venezuela,0.0,0.0,1992
Não consta na tabela,0.0,0.0,1992
Outros,0.0,0.0,1992
Argélia,0.0,0.0,1993
Argentina,972100.0,900700.0,1993
Brasil,0.0,0.0,1993
Chile,3187970.0,3053050.0,1993
Colômbia,0.0,0.0,1993
Egito,0.0,0.0,1993
Espanha,0.0,0.0,1993
Estados Unidos,333284.0,378605.0,1993
Grécia,0.0,0.0,1993
Itália,0.0,0.0,1993
México,0.0,0.0,1993
Peru,0.0,0.0,1993
Paraguai,0.0,0.0,1993
Portugal,0.0,0.0,1993
Panamá,0.0,0.0,1993
Reino Unido,0.0,0.0,1993
Uruguai,1000.0,872.0,1993
Venezuela,750.0,450.0,1993
Não consta na tabela,0.0,0.0,1993
Outros,13716.0,22020.0,1993
Argélia,0.0,0.0,1994
Argentina,1477530.0,1323381.0,1994
Brasil,0.0,0.0,1994
Chile,5195415.0,4483546.0,1994
Colômbia,0.0,0.0,1994
Egito,0.0,0.0,1994
Espanha,0.0,0.0,1994
Estados Unidos,1570874.0,1597414.0,1994
Grécia,0.0,0.0,1994
Itália,0.0,0.0,1994
México,0.0,0.0,1994
Peru,0.0,0.0,1994
Paraguai,100000.0,83333.0,1994
Portugal,0.0,0.0,1994
Panamá,0.0,0.0,1994
Reino Unido,0.0,0.0,1994
Uruguai,3400.0,3720.0,1994
Venezuela,36940.0,9122.0,1994
Não consta na tabela,0.0,0.0,1994
Outros,0.0,0.0,1994
Argélia,0.0,0.0,1995
Argentina,4102859.0,3689808.0,1995
Brasil,0.0,0.0,1995
Chile,17084555.0,13501738.0,1995
Colômbia,0.0,0.0,1995
Egito,0.0,0.0,1995
Espanha,0.0,0.0,1995
Estados Unidos,2395752.0,2559002.0,1995
Grécia,0.0,0.0,1995
Itália,0.0,0.0,1995
México,4504.0,8548.0,1995
Peru,0.0,0.0,1995
Paraguai,0.0,0.0,1995
Portugal,0.0,0.0,1995
Panamá,0.0,0.0,1995
Reino Unido,0.0,0.0,1995
Uruguai,16500.0,21450.0,1995
Venezuela,284005.0,26013.0,1995
Não consta na tabela,0.0,0.0,1995
Outros,3616.0,3638.0,1995
Argélia,0.0,0.0,1996
Argentina,4952178.0,4456961.0,1996
Brasil,0.0,0.0,1996
Chile,51322639.0,24792241.0,1996
Colômbia,0.0,0.0,1996
Egito,0.0,0.0,1996
Espanha,0.0,0.0,1996
Estados Unidos,2439010.0,2690109.0,1996
Grécia,0.0,0.0,1996
Itália,0.0,0.0,1996
México,0.0,0.0,1996
Peru,0.0,0.0,1996
Paraguai,4723.0,5495.0,1996
Portugal,0.0,0.0,1996
Panamá,0.0,0.0,1996
Reino Unido,0.0,0.0,1996
Uruguai,23660.0,30150.0,1996
Venezuela,57195.0,26287.0,1996
Não consta na tabela,17722.0,14976.0,1996
Outros,79.0,250.0,1996
Argélia,0.0,0.0,1997
Argentina,3570021.0,3385638.0,1997
Brasil,0.0,0.0,1997
Chile,17258803.0,20073972.0,1997
Colômbia,0.0,0.0,1997
Egito,0.0,0.0,1997
Espanha,17000.0,17000.0,1997
Estados Unidos,2159867.0,2339671.0,1997
Grécia,0.0,0.0,1997
Itália,0.0,0.0,1997
México,0.0,0.0,1997
Peru,0.0,0.0,1997
Paraguai,0.0,0.0,1997
Portugal,8500.0,11900.0,1997
Panamá,0.0,0.0,1997
Reino Unido,0.0,0.0,1997
Uruguai,26816.0,22656.0,1997
Venezuela,18967.0,9207.0,1997
Não consta na tabela,0.0,0.0,1997
Outros,162376.0,41074.0,1997
Argélia,0.0,0.0,1998
Argentina,2400369.0,2322697.0,1998
Brasil,0.0,0.0,1998
Chile,23168025.0,25395308.0,1998
Colômbia,0.0,0.0,1998
Egito,0.0,0.0,1998
Espanha,66600.0,75177.0,1998
Estados Unidos,829630.0,914080.0,1998
Grécia,0.0,0.0,1998
Itália,0.0,0.0,1998
México,0.0,0.0,1998
Peru,0.0,0.0,1998
Paraguai,0.0,0.0,1998
Portugal,0.0,0.0,1998
Panamá,0.0,0.0,1998
Reino Unido,0.0,0.0,1998
Uruguai,25328.0,24952.0,1998
Venezuela,2115.0,1050.0,1998
Não consta na tabela,0.0,0.0,1998
Outros,0.0,0.0,1998
Argélia,0.0,0.0,1999
Argentina,1616655.0,1432080.0,1999
Brasil,0.0,0.0,1999
Chile,6754643.0,6792509.0,1999
Colômbia,0.0,0.0,1999
Egito,0.0,0.0,1999
Espanha,74760.0,105616.0,1999
Estados Unidos,104374.0,92592.0,1999
Grécia,0.0,0.0,1999
Itália,0.0,0.0,1999
México,37170.0,28860.0,1999
Peru,1700.0,1394.0,1999
Paraguai,0.0,0.0,1999
Portugal,0.0,0.0,1999
Panamá,0.0,0.0,1999
Reino Unido,0.0,0.0,1999
Uruguai,9296.0,8130.0,1999
Venezuela,0.0,0.0,1999
Não consta na tabela,0.0,0.0,1999
Outros,0.0,0.0,1999
Argélia,0.0,0.0,2000
Argentina,740793.0,755810.0,2000
Brasil,0.0,0.0,2000
Chile,8938298.0,8058967.0,2000
Colômbia,0.0,0.0,2000
Egito,0.0,0.0,2000
Espanha,103344.0,126562.0,2000
Estados Unidos,119829.0,123847.0,2000
Grécia,0.0,0.0,2000
Itália,0.0,0.0,2000
México,0.0,0.0,2000
Peru,0.0,0.0,2000
Paraguai,0.0,0.0,2000
Portugal,0.0,0.0,2000
Panamá,0.0,0.0,2000
Reino Unido,0.0,0.0,2000
Uruguai,1080.0,960.0,2000
Venezuela,0.0,0.0,2000
Não consta na tabela,0.0,0.0,2000
Outros,0.0,0.0,2000
Argélia,0.0,0.0,2001
Argentina,1228557.0,1004140.0,2001
Brasil,0.0,0.0,2001
Chile,6098723.0,4931007.0,2001
Colômbia,0.0,0.0,2001
Egito,0.0,0.0,2001
Espanha,81774.0,80414.0,2001
Estados Unidos,47841.0,64445.0,2001
Grécia,0.0,0.0,2001
Itália,0.0,0.0,2001
México,0.0,0.0,2001
Peru,0.0,0.0,2001
Paraguai,0.0,0.0,2001
Portugal,0.0,0.0,2001
Panamá,0.0,0.0,2001
Reino Unido,0.0,0.0,2001
Uruguai,0.0,0.0,2001
Venezuela,0.0,0.0,2001
Não consta na tabela,0.0,0.0,2001
Outros,0.0,0.0,2001
Argélia,0.0,0.0,2002
Argentina,4140804.0,2003875.0,2002
Brasil,0.0,0.0,2002
Chile,6816565.0,5088679.0,2002
Colômbia,0.0,0.0,2002
Egito,0.0,0.0,2002
Espanha,32664.0,35942.0,2002
Estados Unidos,13416.0,24833.0,2002
Grécia,0.0,0.0,2002
Itália,0.0,0.0,2002
México,0.0,0.0,2002
Peru,0.0,0.0,2002
Paraguai,0.0,0.0,2002
Portugal,0.0,0.0,2002
Panamá,0.0,0.0,2002
Reino Unido,0.0,0.0,2002
Uruguai,0.0,0.0,2002
Venezuela,0.0,0.0,2002
Não consta na tabela,0.0,0.0,2002
Outros,0.0,0.0,2002
Argélia,0.0,0.0,2003
Argentina,3475542.0,1771221.0,2003
Brasil,0.0,0.0,2003
Chile,4110431.0,3287533.0,2003
Colômbia,0.0,0.0,2003
Egito,0.0,0.0,2003
Espanha,0.0,0.0,2003
Estados Unidos,26458.0,24403.0,2003
Grécia,0.0,0.0,2003
Itália,0.0,0.0,2003
México,0.0,0.0,2003
Peru,0.0,0.0,2003
Paraguai,0.0,0.0,2003
Portugal,0.0,0.0,2003
Panamá,0.0,0.0,2003
Reino Unido,0.0,0.0,2003
Uruguai,0.0,0.0,2003
Venezuela,0.0,0.0,2003
Não consta na tabela,0.0,0.0,2003
Outros,0.0,0.0,2003
Argélia,0.0,0.0,2004
Argentina,3344442.0,2027559.0,2004
Brasil,0.0,0.0,2004
Chile,2704764.0,1994691.0,2004
Colômbia,0.0,0.0,2004
Egito,0.0,0.0,2004
Espanha,7682.0,11128.0,2004
Estados Unidos,14655.0,17500.0,2004
Grécia,0.0,0.0,2004
Itália,0.0,0.0,2004
México,0.0,0.0,2004
Peru,0.0,0.0,2004
Paraguai,0.0,0.0,2004
Portugal,0.0,0.0,2004
Panamá,0.0,0.0,2004
Reino Unido,0.0,0.0,2004
Uruguai,0.0,0.0,2004
Venezuela,0.0,0.0,2004
Não consta na tabela,0.0,0.0,2004
Outros,0.0,0.0,2004
Argélia,0.0,0.0,2005
Argentina,3357125.0,2211505.0,2005
Brasil,0.0,0.0,2005
Chile,4926533.0,4251604.0,2005
Colômbia,0.0,0.0,2005
Egito,0.0,0.0,2005
Espanha,102471.0,123893.0,2005
Estados Unidos,1224.0,4134.0,2005
Grécia,0.0,0.0,2005
Itália,0.0,0.0,2005
México,0.0,0.0,2005
Peru,0.0,0.0,2005
Paraguai,0.0,0.0,2005
Portugal,0.0,0.0,2005
Panamá,0.0,0.0,2005
Reino Unido,0.0,0.0,2005
Uruguai,0.0,0.0,2005
Venezuela,0.0,0.0,2005
Não consta na tabela,0.0,0.0,2005
Outros,0.0,0.0,2005
Argélia,0.0,0.0,2006
Argentina,5891839.0,4708157.0,2006
Brasil,0.0,0.0,2006
Chile,5835551.0,5940649.0,2006
Colômbia,0.0,0.0,2006
Egito,0.0,0.0,2006
Espanha,315141.0,451525.0,2006
Estados Unidos,43696.0,114408.0,2006
Grécia,0.0,0.0,2006
Itália,15750.0,27733.0,2006
México,0.0,0.0,2006
Peru,0.0,0.0,2006
Paraguai,0.0,0.0,2006
Portugal,0.0,0.0,2006
Panamá,0.0,0.0,2006
Reino Unido,0.0,0.0,2006
Uruguai,3600.0,2200.0,2006
Venezuela,0.0,0.0,2006
Não consta na tabela,0.0,0.0,2006
Outros,0.0,0.0,2006
Argélia,0.0,0.0,2007
Argentina,8236176.0,7307566.0,2007
Brasil,0.0,0.0,2007
Chile,7122019.0,7288258.0,2007
Colômbia,0.0,0.0,2007
Egito,0.0,0.0,2007
Espanha,111689.0,185310.0,2007
Estados Unidos,79849.0,180303.0,2007
Grécia,0.0,0.0,2007
Itália,0.0,0.0,2007
México,0.0,0.0,2007
Peru,0.0,0.0,2007
Paraguai,0.0,0.0,2007
Portugal,0.0,0.0,2007
Panamá,0.0,0.0,2007
Reino Unido,0.0,0.0,2007
Uruguai,0.0,0.0,2007
Venezuela,0.0,0.0,2007
Não consta na tabela,0.0,0.0,2007
Outros,0.0,0.0,2007
Argélia,0.0,0.0,2008
Argentina,8941022.0,10223013.0,2008
Brasil,0.0,0.0,2008
Chile,3479598.0,4246892.0,2008
Colômbia,0.0,0.0,2008
Egito,0.0,0.0,2008
Espanha,30350.0,75904.0,2008
Estados Unidos,91055.0,247523.0,2008
Grécia,0.0,0.0,2008
Itália,0.0,0.0,2008
México,16656.0,42034.0,2008
Peru,0.0,0.0,2008
Paraguai,0.0,0.0,2008
Portugal,6640.0,13583.0,2008
Panamá,0.0,0.0,2008
Reino Unido,0.0,0.0,2008
Uruguai,0.0,0.0,2008
Venezuela,0.0,0.0,2008
Não consta na tabela,0.0,0.0,2008
Outros,0.0,0.0,2008
Argélia,0.0,0.0,2009
Argentina,7453027.0,8062155.0,2009
Brasil,0.0,0.0,2009
Chile,10846054.0,12828213.0,2009
Colômbia,0.0,0.0,2009
Egito,0.0,0.0,2009
Espanha,124345.0,253794.0,2009
Estados Unidos,120861.0,283233.0,2009
Grécia,0.0,0.0,2009
Itália,14439.0,40411.0,2009
México,31200.0,93644.0,2009
Peru,75550.0,135846.0,2009
Paraguai,0.0,0.0,2009
Portugal,0.0,0.0,2009
Panamá,0.0,0.0,2009
Reino Unido,0.0,0.0,2009
Uruguai,0.0,0.0,2009
Venezuela,0.0,0.0,2009
Não consta na tabela,0.0,0.0,2009
Outros,0.0,0.0,2009
Argélia,0.0,0.0,2010
Argentina,11559264.0,15926306.0,2010
Brasil,0.0,0.0,2010
Chile,11806542.0,17019296.0,2010
Colômbia,0.0,0.0,2010
Egito,0.0,0.0,2010
Espanha,212463.0,325707.0,2010
Estados Unidos,89492.0,241211.0,2010
Grécia,0.0,0.0,2010
Itália,190141.0,438972.0,2010
México,432639.0,1025498.0,2010
Peru,504154.0,1097870.0,2010
Paraguai,0.0,0.0,2010
Portugal,0.0,0.0,2010
Panamá,0.0,0.0,2010
Reino Unido,0.0,0.0,2010
Uruguai,0.0,0.0,2010
Venezuela,0.0,0.0,2010
Não consta na tabela,0.0,0.0,2010
Outros,0.0,0.0,2010
Argélia,0.0,0.0,2011
Argentina,13438557.0,19759895.0,2011
Brasil,0.0,0.0,2011
