Países,Quantidade (KG),Valor (US$),Ano
Dinamarca,0.0,0.0,1981
Espanha,0.0,0.0,1981
Estados Unidos,0.0,0.0,1981
França,0.0,0.0,1981
Guiana,0.0,0.0,1981
Israel,0.0,0.0,1981
itália,0.0,0.0,1981
Japão,0.0,0.0,1981
Líbano,0.0,0.0,1981
México,0.0,0.0,1981
Países Baixos,0.0,0.0,1981
Panamá,0.0,0.0,1981
Peru,0.0,0.0,1981
Portugal,0.0,0.0,1981
Reino Unido,0.0,0.0,1981
Taiwan,0.0,0.0,1981
Turquia,0.0,0.0,1981
Uruguai,0.0,0.0,1981
Venezuela,0.0,0.0,1981
Outros,0.0,0.0,1981
Africa do Sul,0.0,0.0,1982
Alemanha,0.0,0.0,1982
Argentina,0.0,0.0,1982
Austria,0.0,0.0,1982
Canadá,0.0,0.0,1982
"Coreia do Sul, República",0.0,0.0,1982
"Coreia do Norte, República",0.0,0.0,1982
Chile,0.0,0.0,1982
China,0.0,0.0,1982
Dinamarca,0.0,0.0,1982
Espanha,0.0,0.0,1982
Estados Unidos,0.0,0.0,1982
França,0.0,0.0,1982
Guiana,0.0,0.0,1982
Israel,0.0,0.0,1982
itália,0.0,0.0,1982
Japão,0.0,0.0,1982
Líbano,0.0,0.0,1982
México,0.0,0.0,1982
Países Baixos,0.0,0.0,1982
Panamá,48.0,99.0,1982
Peru,0.0,0.0,1982
Portugal,0.0,0.0,1982
Reino Unido,0.0,0.0,1982
Taiwan,0.0,0.0,1982
Turquia,0.0,0.0,1982
Uruguai,0.0,0.0,1982
Venezuela,0.0,0.0,1982
Outros,0.0,0.0,1982
Africa do Sul,0.0,0.0,1983
Alemanha,0.0,0.0,1983
Argentina,0.0,0.0,1983
Austria,0.0,0.0,1983
Canadá,0.0,0.0,1983
"Coreia do Sul, República",0.0,0.0,1983
"Coreia do Norte, República",0.0,0.0,1983
Chile,0.0,0.0,1983
China,0.0,0.0,1983
Dinamarca,0.0,0.0,1983
Espanha,0.0,0.0,1983
Estados Unidos,0.0,0.0,1983
França,0.0,0.0,1983
Guiana,0.0,0.0,1983
Israel,0.0,0.0,1983
itália,0.0,0.0,1983
Japão,0.0,0.0,1983
Líbano,0.0,0.0,1983
México,0.0,0.0,1983
Países Baixos,0.0,0.0,1983
Panamá,0.0,0.0,1983
Peru,0.0,0.0,1983
Portugal,0.0,0.0,1983
Reino Unido,0.0,0.0,1983
Taiwan,0.0,0.0,1983
Turquia,0.0,0.0,1983
Uruguai,0.0,0.0,1983
Venezuela,0.0,0.0,1983
Outros,0.0,0.0,1983
Africa do Sul,0.0,0.0,1984
Alemanha,0.0,0.0,1984
Argentina,0.0,0.0,1984
Austria,0.0,0.0,1984
Canadá,0.0,0.0,1984
"Coreia do Sul, República",0.0,0.0,1984
"Coreia do Norte, República",0.0,0.0,1984
Chile,0.0,0.0,1984
China,0.0,0.0,1984
Dinamarca,0.0,0.0,1984
Espanha,0.0,0.0,1984
Estados Unidos,0.0,0.0,1984
França,0.0,0.0,1984
Guiana,0.0,0.0,1984
Israel,0.0,0.0,1984
itália,0.0,0.0,1984
Japão,0.0,0.0,1984
Líbano,0.0,0.0,1984
México,0.0,0.0,1984
Países Baixos,0.0,0.0,1984
Panamá,0.0,0.0,1984
Peru,0.0,0.0,1984
Portugal,0.0,0.0,1984
Reino Unido,0.0,0.0,1984
Taiwan,0.0,0.0,1984
Turquia,0.0,0.0,1984
Uruguai,0.0,0.0,1984
Venezuela,0.0,0.0,1984
Outros,0.0,0.0,1984
Africa do Sul,0.0,0.0,1985
Alemanha,0.0,0.0,1985
Argentina,0.0,0.0,1985
Austria,0.0,0.0,1985
Canadá,0.0,0.0,1985
"Coreia do Sul, República",0.0,0.0,1985
"Coreia do Norte, República",0.0,0.0,1985
Chile,0.0,0.0,1985
China,0.0,0.0,1985
Dinamarca,0.0,0.0,1985
Espanha,0.0,0.0,1985
Estados Unidos,0.0,0.0,1985
França,0.0,0.0,1985
Guiana,0.0,0.0,1985
Israel,0.0,0.0,1985
itália,0.0,0.0,1985
Japão,0.0,0.0,1985
Líbano,0.0,0.0,1985
México,0.0,0.0,1985
Países Baixos,0.0,0.0,1985
Panamá,0.0,0.0,1985
Peru,0.0,0.0,1985
Portugal,0.0,0.0,1985
Reino Unido,0.0,0.0,1985
Taiwan,0.0,0.0,1985
Turquia,0.0,0.0,1985
Uruguai,0.0,0.0,1985
Venezuela,0.0,0.0,1985
Outros,0.0,0.0,1985
Africa do Sul,0.0,0.0,1986
Alemanha,0.0,0.0,1986
Argentina,1575080.0,713219.0,1986
Austria,0.0,0.0,1986
Canadá,0.0,0.0,1986
"Coreia do Sul, República",0.0,0.0,1986
"Coreia do Norte, República",0.0,0.0,1986
Chile,0.0,0.0,1986
China,0.0,0.0,1986
Dinamarca,0.0,0.0,1986
Espanha,0.0,0.0,1986
Estados Unidos,0.0,0.0,1986
França,0.0,0.0,1986
Guiana,0.0,0.0,1986
Israel,0.0,0.0,1986
itália,0.0,0.0,1986
Japão,0.0,0.0,1986
Líbano,0.0,0.0,1986
México,0.0,0.0,1986
Países Baixos,0.0,0.0,1986
Panamá,0.0,0.0,1986
Peru,0.0,0.0,1986
Portugal,0.0,0.0,1986
Reino Unido,0.0,0.0,1986
Taiwan,0.0,0.0,1986
Turquia,0.0,0.0,1986
Uruguai,0.0,0.0,1986
Venezuela,0.0,0.0,1986
Outros,0.0,0.0,1986
Africa do Sul,0.0,0.0,1987
Alemanha,0.0,0.0,1987
Argentina,2452094.0,3673253.0,1987
Austria,0.0,0.0,1987
Canadá,0.0,0.0,1987
"Coreia do Sul, República",0.0,0.0,1987
"Coreia do Norte, República",0.0,0.0,1987
Chile,0.0,0.0,1987
China,0.0,0.0,1987
Dinamarca,0.0,0.0,1987
Espanha,0.0,0.0,1987
Estados Unidos,954.0,3280.0,1987
França,0.0,0.0,1987
Guiana,0.0,0.0,1987
Israel,0.0,0.0,1987
itália,0.0,0.0,1987
Japão,0.0,0.0,1987
Líbano,0.0,0.0,1987
México,0.0,0.0,1987
Países Baixos,0.0,0.0,1987
Panamá,0.0,0.0,1987
Peru,0.0,0.0,1987
Portugal,0.0,0.0,1987
Reino Unido,0.0,0.0,1987
Taiwan,0.0,0.0,1987
Turquia,0.0,0.0,1987
Uruguai,0.0,0.0,1987
Venezuela,0.0,0.0,1987
Outros,0.0,0.0,1987
Africa do Sul,0.0,0.0,1988
Alemanha,0.0,0.0,1988
Argentina,224130.0,163512.0,1988
Austria,0.0,0.0,1988
Canadá,30.0,233.0,1988
"Coreia do Sul, República",0.0,0.0,1988
"Coreia do Norte, República",0.0,0.0,1988
Chile,0.0,0.0,1988
China,0.0,0.0,1988
Dinamarca,0.0,0.0,1988
Espanha,0.0,0.0,1988
Estados Unidos,0.0,0.0,1988
França,0.0,0.0,1988
Guiana,0.0,0.0,1988
Israel,234.0,240.0,1988
itália,0.0,0.0,1988
Japão,0.0,0.0,1988
Líbano,0.0,0.0,1988
México,0.0,0.0,1988
Países Baixos,0.0,0.0,1988
Panamá,0.0,0.0,1988
Peru,0.0,0.0,1988
Portugal,0.0,0.0,1988
Reino Unido,0.0,0.0,1988
Taiwan,0.0,0.0,1988
Turquia,0.0,0.0,1988
Uruguai,0.0,0.0,1988
Venezuela,0.0,0.0,1988
Outros,0.0,0.0,1988
Africa do Sul,0.0,0.0,1989
Alemanha,0.0,0.0,1989
Argentina,1901597.0,1339369.0,1989
Austria,0.0,0.0,1989
Canadá,0.0,0.0,1989
"Coreia do Sul, República",0.0,0.0,1989
"Coreia do Norte, República",0.0,0.0,1989
Chile,0.0,0.0,1989
China,0.0,0.0,1989
Dinamarca,0.0,0.0,1989
Espanha,0.0,0.0,1989
Estados Unidos,1958.0,2350.0,1989
França,0.0,0.0,1989
Guiana,0.0,0.0,1989
Israel,468.0,480.0,1989
itália,0.0,0.0,1989
Japão,0.0,0.0,1989
Líbano,0.0,0.0,1989
México,0.0,0.0,1989
Países Baixos,0.0,0.0,1989
Panamá,0.0,0.0,1989
Peru,0.0,0.0,1989
Portugal,0.0,0.0,1989
Reino Unido,0.0,0.0,1989
Taiwan,0.0,0.0,1989
Turquia,0.0,0.0,1989
Uruguai,0.0,0.0,1989
Venezuela,0.0,0.0,1989
Outros,0.0,0.0,1989
Africa do Sul,0.0,0.0,1990
Alemanha,0.0,0.0,1990
Argentina,1875689.0,1367706.0,1990
Austria,0.0,0.0,1990
Canadá,0.0,0.0,1990
"Coreia do Sul, República",0.0,0.0,1990
"Coreia do Norte, República",0.0,0.0,1990
Chile,100000.0,79000.0,1990
China,0.0,0.0,1990
Dinamarca,0.0,0.0,1990
Espanha,0.0,0.0,1990
Estados Unidos,0.0,0.0,1990
França,0.0,0.0,1990
Guiana,0.0,0.0,1990
Israel,0.0,0.0,1990
itália,0.0,0.0,1990
Japão,0.0,0.0,1990
Líbano,455.0,819.0,1990
México,0.0,0.0,1990
Países Baixos,0.0,0.0,1990
Panamá,0.0,0.0,1990
Peru,0.0,0.0,1990
Portugal,0.0,0.0,1990
Reino Unido,0.0,0.0,1990
Taiwan,0.0,0.0,1990
Turquia,0.0,0.0,1990
Uruguai,0.0,0.0,1990
Venezuela,0.0,0.0,1990
Outros,0.0,0.0,1990
Africa do Sul,0.0,0.0,1991
Alemanha,0.0,0.0,1991
Argentina,506860.0,499644.0,1991
Austria,0.0,0.0,1991
Canadá,0.0,0.0,1991
"Coreia do Sul, República",0.0,0.0,1991
"Coreia do Norte, República",0.0,0.0,1991
Chile,100000.0,82500.0,1991
China,0.0,0.0,1991
Dinamarca,0.0,0.0,1991
Espanha,0.0,0.0,1991
Estados Unidos,12543.0,11798.0,1991
França,0.0,0.0,1991
Guiana,0.0,0.0,1991
Israel,421.0,643.0,1991
itália,0.0,0.0,1991
Japão,0.0,0.0,1991
Líbano,0.0,0.0,1991
México,0.0,0.0,1991
Países Baixos,0.0,0.0,1991
Panamá,0.0,0.0,1991
Peru,0.0,0.0,1991
Portugal,0.0,0.0,1991
Reino Unido,0.0,0.0,1991
Taiwan,0.0,0.0,1991
Turquia,0.0,0.0,1991
Uruguai,0.0,0.0,1991
Venezuela,0.0,0.0,1991
Outros,0.0,0.0,1991
Africa do Sul,0.0,0.0,1992
Alemanha,1170.0,2497.0,1992
Argentina,10200.0,6800.0,1992
Austria,0.0,0.0,1992
Canadá,0.0,0.0,1992
"Coreia do Sul, República",0.0,0.0,1992
"Coreia do Norte, República",0.0,0.0,1992
Chile,0.0,0.0,1992
China,0.0,0.0,1992
Dinamarca,0.0,0.0,1992
Espanha,0.0,0.0,1992
Estados Unidos,0.0,0.0,1992
França,0.0,0.0,1992
Guiana,0.0,0.0,1992
Israel,312.0,476.0,1992
itália,0.0,0.0,1992
Japão,175.0,226.0,1992
Líbano,0.0,0.0,1992
México,0.0,0.0,1992
Países Baixos,0.0,0.0,1992
Panamá,0.0,0.0,1992
Peru,0.0,0.0,1992
Portugal,0.0,0.0,1992
Reino Unido,0.0,0.0,1992
Taiwan,0.0,0.0,1992
Turquia,0.0,0.0,1992
Uruguai,0.0,0.0,1992
Venezuela,0.0,0.0,1992
Outros,0.0,0.0,1992
Africa do Sul,0.0,0.0,1993
Alemanha,2832.0,2704.0,1993
Argentina,2950.0,3540.0,1993
Austria,0.0,0.0,1993
Canadá,0.0,0.0,1993
"Coreia do Sul, República",0.0,0.0,1993
"Coreia do Norte, República",0.0,0.0,1993
Chile,5050.0,2940.0,1993
China,0.0,0.0,1993
Dinamarca,0.0,0.0,1993
Espanha,0.0,0.0,1993
Estados Unidos,3597.0,3040.0,1993
França,0.0,0.0,1993
Guiana,0.0,0.0,1993
Israel,291.0,538.0,1993
itália,0.0,0.0,1993
Japão,0.0,0.0,1993
Líbano,0.0,0.0,1993
México,0.0,0.0,1993
Países Baixos,0.0,0.0,1993
Panamá,0.0,0.0,1993
Peru,0.0,0.0,1993
Portugal,0.0,0.0,1993
Reino Unido,0.0,0.0,1993
Taiwan,0.0,0.0,1993
Turquia,0.0,0.0,1993
Uruguai,0.0,0.0,1993
Venezuela,0.0,0.0,1993
Outros,17186.0,8917.0,1993
Africa do Sul,0.0,0.0,1994
Alemanha,4521.0,7206.0,1994
Argentina,0.0,0.0,1994
Austria,0.0,0.0,1994
Canadá,19728.0,4558.0,1994
"Coreia do Sul, República",0.0,0.0,1994
"Coreia do Norte, República",0.0,0.0,1994
Chile,158480.0,101920.0,1994
China,0.0,0.0,1994
Dinamarca,0.0,0.0,1994
Espanha,0.0,0.0,1994
Estados Unidos,4639.0,5286.0,1994
França,0.0,0.0,1994
Guiana,0.0,0.0,1994
Israel,180.0,250.0,1994
itália,0.0,0.0,1994
Japão,800.0,800.0,1994
Líbano,0.0,0.0,1994
México,0.0,0.0,1994
Países Baixos,0.0,0.0,1994
Panamá,0.0,0.0,1994
Peru,0.0,0.0,1994
Portugal,0.0,0.0,1994
Reino Unido,0.0,0.0,1994
Taiwan,0.0,0.0,1994
Turquia,0.0,0.0,1994
Uruguai,0.0,0.0,1994
Venezuela,0.0,0.0,1994
Outros,40266.0,18231.0,1994
Africa do Sul,120252.0,110730.0,1995
Alemanha,4407.0,4792.0,1995
Argentina,708655.0,549282.0,1995
Austria,1200.0,348.0,1995
Canadá,26404.0,12195.0,1995
"Coreia do Sul, República",158204.0,117269.0,1995
"Coreia do Norte, República",0.0,0.0,1995
Chile,563267.0,423616.0,1995
China,5338.0,1465.0,1995
Dinamarca,0.0,0.0,1995
Espanha,4617.0,2836.0,1995
Estados Unidos,51921.0,200121.0,1995
França,74489.0,61975.0,1995
Guiana,0.0,0.0,1995
Israel,135.0,187.0,1995
itália,0.0,0.0,1995
Japão,760.0,640.0,1995
Líbano,0.0,0.0,1995
México,2490.0,1523.0,1995
Países Baixos,0.0,0.0,1995
Panamá,0.0,0.0,1995
Peru,0.0,0.0,1995
Portugal,0.0,0.0,1995
Reino Unido,0.0,0.0,1995
Taiwan,0.0,0.0,1995
Turquia,0.0,0.0,1995
Uruguai,0.0,0.0,1995
Venezuela,612.0,568.0,1995
Outros,101957.0,31577.0,1995
Africa do Sul,0.0,0.0,1996
Alemanha,13185.0,22088.0,1996
Argentina,1050503.0,830357.0,1996
Austria,0.0,0.0,1996
Canadá,21665.0,8124.0,1996
"Coreia do Sul, República",0.0,0.0,1996
"Coreia do Norte, República",0.0,0.0,1996
Chile,476840.0,374322.0,1996
China,0.0,0.0,1996
Dinamarca,0.0,0.0,1996
Espanha,3058.0,955.0,1996
Estados Unidos,15892.0,11721.0,1996
França,14.0,52.0,1996
Guiana,0.0,0.0,1996
Israel,4079.0,2483.0,1996
itália,0.0,0.0,1996
Japão,0.0,0.0,1996
Líbano,0.0,0.0,1996
México,44668.0,36188.0,1996
Países Baixos,0.0,0.0,1996
Panamá,0.0,0.0,1996
Peru,0.0,0.0,1996
Portugal,0.0,0.0,1996
Reino Unido,1734.0,1201.0,1996
Taiwan,0.0,0.0,1996
Turquia,0.0,0.0,1996
Uruguai,0.0,0.0,1996
Venezuela,0.0,0.0,1996
Outros,255509.0,138561.0,1996
Africa do Sul,0.0,0.0,1997
Alemanha,2880.0,1901.0,1997
Argentina,2796195.0,2428563.0,1997
Austria,0.0,0.0,1997
Canadá,995.0,691.0,1997
"Coreia do Sul, República",0.0,0.0,1997
"Coreia do Norte, República",0.0,0.0,1997
Chile,118194.0,133715.0,1997
China,0.0,0.0,1997
Dinamarca,0.0,0.0,1997
Espanha,2208.0,1945.0,1997
Estados Unidos,15896.0,8557.0,1997
França,0.0,0.0,1997
Guiana,0.0,0.0,1997
Israel,3700.0,1488.0,1997
itália,0.0,0.0,1997
Japão,270.0,60.0,1997
Líbano,0.0,0.0,1997
México,504734.0,271595.0,1997
Países Baixos,0.0,0.0,1997
Panamá,0.0,0.0,1997
Peru,0.0,0.0,1997
Portugal,0.0,0.0,1997
Reino Unido,0.0,0.0,1997
Taiwan,0.0,0.0,1997
Turquia,0.0,0.0,1997
Uruguai,2500.0,1440.0,1997
Venezuela,0.0,0.0,1997
Outros,380790.0,384466.0,1997
Africa do Sul,1605.0,1085.0,1998
Alemanha,0.0,0.0,1998
Argentina,2057726.0,1994801.0,1998
Austria,35210.0,16029.0,1998
Canadá,0.0,0.0,1998
"Coreia do Sul, República",303420.0,250582.0,1998
"Coreia do Norte, República",56000.0,49405.0,1998
Chile,0.0,0.0,1998
China,4200.0,1715.0,1998
Dinamarca,0.0,0.0,1998
Espanha,3986.0,2780.0,1998
Estados Unidos,16985.0,11059.0,1998
França,0.0,0.0,1998
Guiana,0.0,0.0,1998
Israel,11663.0,6217.0,1998
itália,0.0,0.0,1998
Japão,0.0,0.0,1998
Líbano,0.0,0.0,1998
México,1919238.0,863521.0,1998
Países Baixos,0.0,0.0,1998
Panamá,0.0,0.0,1998
Peru,0.0,0.0,1998
Portugal,0.0,0.0,1998
Reino Unido,0.0,0.0,1998
Taiwan,0.0,0.0,1998
Turquia,0.0,0.0,1998
Uruguai,0.0,0.0,1998
