Países,Quantidade (KG),Valor (US$),Ano
Africa do Sul,0.0,0.0,1972
Alemanha,134438.0,92103.0,1972
Argélia,0.0,0.0,1972
Arábia Saudita,0.0,0.0,1972
Argentina,104906.0,58137.0,1972
Armênia,0.0,0.0,1972
Austrália,0.0,0.0,1972
Áustria,353.0,520.0,1972
Bermudas,0.0,0.0,1972
Bélgica,0.0,0.0,1972
Bolívia,0.0,0.0,1972
Bósnia-Herzegovina,0.0,0.0,1972
Brasil,0.0,0.0,1972
Bulgária,0.0,0.0,1972
Canada,0.0,0.0,1972
Chile,161736.0,95654.0,1972
China,0.0,0.0,1972
"Coreia do Sul, República",0.0,0.0,1972
Croácia,0.0,0.0,1972
Cuba,0.0,0.0,1972
Emirados Árabes Unidos,0.0,0.0,1972
Eslovênia,0.0,0.0,1972
Eslováquia,0.0,0.0,1972
Espanha,300582.0,116710.0,1972
Estados Unidos,2156.0,1337.0,1972
França,176688.0,173001.0,1972
Geórgia,0.0,0.0,1972
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1972
Grécia,0.0,0.0,1972
Hong Kong,0.0,0.0,1972
Hungria,0.0,0.0,1972
Indonésia,0.0,0.0,1972
Irlanda,0.0,0.0,1972
Israel,0.0,0.0,1972
Itália,142196.0,96943.0,1972
Japão,0.0,0.0,1972
Iugoslávia,1824.0,1137.0,1972
Líbano,0.0,0.0,1972
Luxemburgo,0.0,0.0,1972
Macedônia,0.0,0.0,1972
Marrocos,0.0,0.0,1972
México,0.0,0.0,1972
Moldávia,0.0,0.0,1972
Montenegro,0.0,0.0,1972
Noruega,0.0,0.0,1972
Nova Zelândia,0.0,0.0,1972
Países Baixos (Holanda),0.0,0.0,1972
Panamá,0.0,0.0,1972
Peru,0.0,0.0,1972
Porto Rico,0.0,0.0,1972
Portugal,1650727.0,1226232.0,1972
Reino Unido,0.0,0.0,1972
Republica Dominicana,0.0,0.0,1972
Romênia,0.0,0.0,1972
Rússia,0.0,0.0,1972
San Marino,0.0,0.0,1972
Sérvia,0.0,0.0,1972
Síria,0.0,0.0,1972
Suazilândia,0.0,0.0,1972
Suíça,0.0,0.0,1972
"Tcheca, República",0.0,0.0,1972
Tunísia,0.0,0.0,1972
Turquia,0.0,0.0,1972
Ucrânia,0.0,0.0,1972
Uruguai,7394.0,2741.0,1972
Não consta na tabela,0.0,0.0,1972
Não declarados,0.0,0.0,1972
Outros,79052.0,25032.0,1972
Africa do Sul,0.0,0.0,1973
Alemanha,111523.0,98638.0,1973
Argélia,0.0,0.0,1973
Arábia Saudita,0.0,0.0,1973
Argentina,116887.0,76121.0,1973
Armênia,0.0,0.0,1973
Austrália,0.0,0.0,1973
Áustria,2310.0,2081.0,1973
Bermudas,0.0,0.0,1973
Bélgica,0.0,0.0,1973
Bolívia,0.0,0.0,1973
Bósnia-Herzegovina,0.0,0.0,1973
Brasil,0.0,0.0,1973
Bulgária,0.0,0.0,1973
Canada,0.0,0.0,1973
Chile,301559.0,212140.0,1973
China,0.0,0.0,1973
"Coreia do Sul, República",0.0,0.0,1973
Croácia,0.0,0.0,1973
Cuba,0.0,0.0,1973
Emirados Árabes Unidos,0.0,0.0,1973
Eslovênia,0.0,0.0,1973
Eslováquia,0.0,0.0,1973
Espanha,226805.0,117135.0,1973
Estados Unidos,0.0,0.0,1973
França,259060.0,435641.0,1973
Geórgia,0.0,0.0,1973
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1973
Grécia,0.0,0.0,1973
Hong Kong,0.0,0.0,1973
Hungria,0.0,0.0,1973
Indonésia,0.0,0.0,1973
Irlanda,0.0,0.0,1973
Israel,0.0,0.0,1973
Itália,258754.0,186334.0,1973
Japão,0.0,0.0,1973
Iugoslávia,1251.0,813.0,1973
Líbano,0.0,0.0,1973
Luxemburgo,0.0,0.0,1973
Macedônia,0.0,0.0,1973
Marrocos,0.0,0.0,1973
México,0.0,0.0,1973
Moldávia,0.0,0.0,1973
Montenegro,0.0,0.0,1973
Noruega,0.0,0.0,1973
Nova Zelândia,0.0,0.0,1973
Países Baixos (Holanda),0.0,0.0,1973
Panamá,0.0,0.0,1973
Peru,0.0,0.0,1973
Porto Rico,0.0,0.0,1973
Portugal,2818320.0,2238637.0,1973
Reino Unido,0.0,0.0,1973
Republica Dominicana,0.0,0.0,1973
Romênia,0.0,0.0,1973
Rússia,0.0,0.0,1973
San Marino,0.0,0.0,1973
Sérvia,0.0,0.0,1973
Síria,0.0,0.0,1973
Suazilândia,0.0,0.0,1973
Suíça,0.0,0.0,1973
"Tcheca, República",0.0,0.0,1973
Tunísia,0.0,0.0,1973
Turquia,0.0,0.0,1973
Ucrânia,0.0,0.0,1973
Uruguai,0.0,0.0,1973
Não consta na tabela,0.0,0.0,1973
Não declarados,0.0,0.0,1973
Outros,4306.0,5775.0,1973
Africa do Sul,0.0,0.0,1974
Alemanha,219173.0,202502.0,1974
Argélia,0.0,0.0,1974
Arábia Saudita,0.0,0.0,1974
Argentina,215930.0,167473.0,1974
Armênia,0.0,0.0,1974
Austrália,0.0,0.0,1974
Áustria,5301.0,7394.0,1974
Bermudas,0.0,0.0,1974
Bélgica,0.0,0.0,1974
Bolívia,0.0,0.0,1974
Bósnia-Herzegovina,0.0,0.0,1974
Brasil,0.0,0.0,1974
Bulgária,0.0,0.0,1974
Canada,0.0,0.0,1974
Chile,550691.0,429885.0,1974
China,0.0,0.0,1974
"Coreia do Sul, República",0.0,0.0,1974
Croácia,0.0,0.0,1974
Cuba,0.0,0.0,1974
Emirados Árabes Unidos,0.0,0.0,1974
Eslovênia,0.0,0.0,1974
Eslováquia,0.0,0.0,1974
Espanha,362577.0,215208.0,1974
Estados Unidos,0.0,0.0,1974
França,316584.0,465175.0,1974
Geórgia,0.0,0.0,1974
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1974
Grécia,0.0,0.0,1974
Hong Kong,0.0,0.0,1974
Hungria,0.0,0.0,1974
Indonésia,0.0,0.0,1974
Irlanda,0.0,0.0,1974
Israel,0.0,0.0,1974
Itália,305763.0,278089.0,1974
Japão,0.0,0.0,1974
Iugoslávia,2520.0,1804.0,1974
Líbano,0.0,0.0,1974
Luxemburgo,0.0,0.0,1974
Macedônia,0.0,0.0,1974
Marrocos,0.0,0.0,1974
México,0.0,0.0,1974
Moldávia,0.0,0.0,1974
Montenegro,0.0,0.0,1974
Noruega,0.0,0.0,1974
Nova Zelândia,0.0,0.0,1974
Países Baixos (Holanda),0.0,0.0,1974
Panamá,0.0,0.0,1974
Peru,0.0,0.0,1974
Porto Rico,0.0,0.0,1974
Portugal,2245288.0,1917710.0,1974
Reino Unido,0.0,0.0,1974
Republica Dominicana,0.0,0.0,1974
Romênia,0.0,0.0,1974
Rússia,0.0,0.0,1974
San Marino,0.0,0.0,1974
Sérvia,0.0,0.0,1974
Síria,0.0,0.0,1974
Suazilândia,0.0,0.0,1974
Suíça,0.0,0.0,1974
"Tcheca, República",0.0,0.0,1974
Tunísia,0.0,0.0,1974
Turquia,0.0,0.0,1974
Ucrânia,0.0,0.0,1974
Uruguai,0.0,0.0,1974
Não consta na tabela,0.0,0.0,1974
Não declarados,0.0,0.0,1974
Outros,21501.0,28163.0,1974
Africa do Sul,0.0,0.0,1975
Alemanha,134354.0,149931.0,1975
Argélia,0.0,0.0,1975
Arábia Saudita,0.0,0.0,1975
Argentina,145823.0,90855.0,1975
Armênia,0.0,0.0,1975
Austrália,0.0,0.0,1975
Áustria,8835.0,5560.0,1975
Bermudas,0.0,0.0,1975
Bélgica,0.0,0.0,1975
Bolívia,0.0,0.0,1975
Bósnia-Herzegovina,0.0,0.0,1975
Brasil,0.0,0.0,1975
Bulgária,0.0,0.0,1975
Canada,0.0,0.0,1975
Chile,952233.0,764780.0,1975
China,0.0,0.0,1975
"Coreia do Sul, República",0.0,0.0,1975
Croácia,0.0,0.0,1975
Cuba,0.0,0.0,1975
Emirados Árabes Unidos,0.0,0.0,1975
Eslovênia,0.0,0.0,1975
Eslováquia,0.0,0.0,1975
Espanha,174608.0,123102.0,1975
Estados Unidos,965.0,3761.0,1975
França,191546.0,278746.0,1975
Geórgia,0.0,0.0,1975
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1975
Grécia,0.0,0.0,1975
Hong Kong,0.0,0.0,1975
Hungria,0.0,0.0,1975
Indonésia,0.0,0.0,1975
Irlanda,0.0,0.0,1975
Israel,0.0,0.0,1975
Itália,250541.0,244731.0,1975
Japão,0.0,0.0,1975
Iugoslávia,7969.0,5128.0,1975
Líbano,0.0,0.0,1975
Luxemburgo,0.0,0.0,1975
Macedônia,0.0,0.0,1975
Marrocos,0.0,0.0,1975
México,0.0,0.0,1975
Moldávia,0.0,0.0,1975
Montenegro,0.0,0.0,1975
Noruega,0.0,0.0,1975
Nova Zelândia,0.0,0.0,1975
Países Baixos (Holanda),0.0,0.0,1975
Panamá,0.0,0.0,1975
Peru,0.0,0.0,1975
Porto Rico,0.0,0.0,1975
Portugal,2192004.0,1838430.0,1975
Reino Unido,0.0,0.0,1975
Republica Dominicana,0.0,0.0,1975
Romênia,0.0,0.0,1975
Rússia,0.0,0.0,1975
San Marino,0.0,0.0,1975
Sérvia,0.0,0.0,1975
Síria,0.0,0.0,1975
Suazilândia,0.0,0.0,1975
Suíça,0.0,0.0,1975
"Tcheca, República",0.0,0.0,1975
Tunísia,0.0,0.0,1975
Turquia,0.0,0.0,1975
Ucrânia,0.0,0.0,1975
Uruguai,0.0,0.0,1975
Não consta na tabela,0.0,0.0,1975
Não declarados,0.0,0.0,1975
Outros,18132.0,13989.0,1975
Africa do Sul,0.0,0.0,1976
Alemanha,168134.0,171308.0,1976
Argélia,0.0,0.0,1976
Arábia Saudita,0.0,0.0,1976
Argentina,348653.0,277507.0,1976
Armênia,0.0,0.0,1976
Austrália,0.0,0.0,1976
Áustria,0.0,0.0,1976
Bermudas,0.0,0.0,1976
Bélgica,0.0,0.0,1976
Bolívia,0.0,0.0,1976
Bósnia-Herzegovina,0.0,0.0,1976
Brasil,0.0,0.0,1976
Bulgária,0.0,0.0,1976
Canada,0.0,0.0,1976
Chile,2175650.0,1574474.0,1976
China,0.0,0.0,1976
"Coreia do Sul, República",0.0,0.0,1976
Croácia,0.0,0.0,1976
Cuba,0.0,0.0,1976
Emirados Árabes Unidos,0.0,0.0,1976
Eslovênia,0.0,0.0,1976
Eslováquia,0.0,0.0,1976
Espanha,52474.0,41000.0,1976
Estados Unidos,1800.0,2575.0,1976
França,284613.0,423696.0,1976
Geórgia,0.0,0.0,1976
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1976
Grécia,0.0,0.0,1976
Hong Kong,0.0,0.0,1976
Hungria,0.0,0.0,1976
Indonésia,0.0,0.0,1976
Irlanda,0.0,0.0,1976
Israel,0.0,0.0,1976
Itália,304377.0,276633.0,1976
Japão,0.0,0.0,1976
Iugoslávia,2100.0,1870.0,1976
Líbano,0.0,0.0,1976
Luxemburgo,0.0,0.0,1976
Macedônia,0.0,0.0,1976
Marrocos,0.0,0.0,1976
México,0.0,0.0,1976
Moldávia,0.0,0.0,1976
Montenegro,0.0,0.0,1976
Noruega,0.0,0.0,1976
Nova Zelândia,0.0,0.0,1976
Países Baixos (Holanda),0.0,0.0,1976
Panamá,0.0,0.0,1976
Peru,0.0,0.0,1976
Porto Rico,0.0,0.0,1976
Portugal,2284423.0,1872573.0,1976
Reino Unido,0.0,0.0,1976
Republica Dominicana,0.0,0.0,1976
Romênia,0.0,0.0,1976
Rússia,0.0,0.0,1976
San Marino,0.0,0.0,1976
Sérvia,0.0,0.0,1976
Síria,0.0,0.0,1976
Suazilândia,0.0,0.0,1976
Suíça,0.0,0.0,1976
"Tcheca, República",0.0,0.0,1976
Tunísia,0.0,0.0,1976
Turquia,0.0,0.0,1976
Ucrânia,0.0,0.0,1976
Uruguai,0.0,0.0,1976
Não consta na tabela,0.0,0.0,1976
Não declarados,0.0,0.0,1976
Outros,10200.0,7884.0,1976
Africa do Sul,0.0,0.0,1977
Alemanha,160926.0,201840.0,1977
Argélia,0.0,0.0,1977
Arábia Saudita,0.0,0.0,1977
Argentina,408399.0,395615.0,1977
Armênia,0.0,0.0,1977
Austrália,0.0,0.0,1977
Áustria,0.0,0.0,1977
Bermudas,0.0,0.0,1977
Bélgica,0.0,0.0,1977
Bolívia,0.0,0.0,1977
Bósnia-Herzegovina,0.0,0.0,1977
Brasil,0.0,0.0,1977
Bulgária,0.0,0.0,1977
Canada,0.0,0.0,1977
Chile,2593464.0,1962448.0,1977
China,0.0,0.0,1977
"Coreia do Sul, República",0.0,0.0,1977
Croácia,0.0,0.0,1977
Cuba,0.0,0.0,1977
Emirados Árabes Unidos,0.0,0.0,1977
Eslovênia,0.0,0.0,1977
Eslováquia,0.0,0.0,1977
Espanha,105667.0,98238.0,1977
Estados Unidos,2250.0,3275.0,1977
França,322033.0,476983.0,1977
Geórgia,0.0,0.0,1977
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1977
Grécia,0.0,0.0,1977
Hong Kong,0.0,0.0,1977
Hungria,0.0,0.0,1977
Indonésia,0.0,0.0,1977
Irlanda,0.0,0.0,1977
Israel,0.0,0.0,1977
Itália,348461.0,349392.0,1977
Japão,0.0,0.0,1977
Iugoslávia,1764.0,1570.0,1977
Líbano,0.0,0.0,1977
Luxemburgo,0.0,0.0,1977
Macedônia,0.0,0.0,1977
Marrocos,0.0,0.0,1977
México,0.0,0.0,1977
Moldávia,0.0,0.0,1977
Montenegro,0.0,0.0,1977
Noruega,0.0,0.0,1977
Nova Zelândia,0.0,0.0,1977
Países Baixos (Holanda),0.0,0.0,1977
Panamá,0.0,0.0,1977
Peru,0.0,0.0,1977
Porto Rico,0.0,0.0,1977
Portugal,2132582.0,1847604.0,1977
Reino Unido,0.0,0.0,1977
Republica Dominicana,0.0,0.0,1977
Romênia,0.0,0.0,1977
Rússia,0.0,0.0,1977
San Marino,0.0,0.0,1977
Sérvia,0.0,0.0,1977
Síria,0.0,0.0,1977
Suazilândia,0.0,0.0,1977
Suíça,0.0,0.0,1977
"Tcheca, República",0.0,0.0,1977
Tunísia,0.0,0.0,1977
Turquia,0.0,0.0,1977
Ucrânia,0.0,0.0,1977
Uruguai,24191.0,33975.0,1977
Não consta na tabela,0.0,0.0,1977
Não declarados,0.0,0.0,1977
Outros,450.0,642.0,1977
Africa do Sul,0.0,0.0,1978
Alemanha,437831.0,668631.0,1978
Argélia,0.0,0.0,1978
Arábia Saudita,0.0,0.0,1978
Argentina,614134.0,709813.0,1978
Armênia,0.0,0.0,1978
Austrália,0.0,0.0,1978
Áustria,600.0,386.0,1978
Bermudas,0.0,0.0,1978
Bélgica,0.0,0.0,1978
Bolívia,0.0,0.0,1978
Bósnia-Herzegovina,0.0,0.0,1978
Brasil,0.0,0.0,1978
Bulgária,0.0,0.0,1978
Canada,0.0,0.0,1978
Chile,3742918.0,3415769.0,1978
China,0.0,0.0,1978
"Coreia do Sul, República",0.0,0.0,1978
Croácia,0.0,0.0,1978
Cuba,0.0,0.0,1978
Emirados Árabes Unidos,0.0,0.0,1978
Eslovênia,0.0,0.0,1978
Eslováquia,0.0,0.0,1978
Espanha,87767.0,75364.0,1978
Estados Unidos,58050.0,67752.0,1978
França,355292.0,633098.0,1978
Geórgia,0.0,0.0,1978
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1978
Grécia,0.0,0.0,1978
Hong Kong,0.0,0.0,1978
Hungria,0.0,0.0,1978
Indonésia,0.0,0.0,1978
Irlanda,0.0,0.0,1978
Israel,0.0,0.0,1978
Itália,250535.0,268114.0,1978
Japão,0.0,0.0,1978
Iugoslávia,1764.0,1630.0,1978
Líbano,0.0,0.0,1978
Luxemburgo,0.0,0.0,1978
Macedônia,0.0,0.0,1978
Marrocos,0.0,0.0,1978
México,0.0,0.0,1978
Moldávia,0.0,0.0,1978
Montenegro,0.0,0.0,1978
Noruega,0.0,0.0,1978
Nova Zelândia,0.0,0.0,1978
Países Baixos (Holanda),0.0,0.0,1978
Panamá,0.0,0.0,1978
Peru,0.0,0.0,1978
Porto Rico,0.0,0.0,1978
Portugal,2763298.0,2706030.0,1978
Reino Unido,0.0,0.0,1978
Republica Dominicana,0.0,0.0,1978
Romênia,0.0,0.0,1978
Rússia,0.0,0.0,1978
San Marino,0.0,0.0,1978
Sérvia,0.0,0.0,1978
Síria,0.0,0.0,1978
Suazilândia,0.0,0.0,1978
Suíça,0.0,0.0,1978
"Tcheca, República",0.0,0.0,1978
Tunísia,0.0,0.0,1978
Turquia,0.0,0.0,1978
Ucrânia,0.0,0.0,1978
Uruguai,32371.0,33900.0,1978
Não consta na tabela,0.0,0.0,1978
Não declarados,0.0,0.0,1978
Outros,1347.0,1210.0,1978
Africa do Sul,0.0,0.0,1979
Alemanha,433478.0,691404.0,1979
Argélia,0.0,0.0,1979
Arábia Saudita,0.0,0.0,1979
Argentina,646978.0,888941.0,1979
Armênia,0.0,0.0,1979
Austrália,0.0,0.0,1979
Áustria,4250.0,3756.0,1979
Bermudas,0.0,0.0,1979
Bélgica,0.0,0.0,1979
Bolívia,0.0,0.0,1979
Bósnia-Herzegovina,0.0,0.0,1979
Brasil,0.0,0.0,1979
Bulgária,0.0,0.0,1979
Canada,0.0,0.0,1979
Chile,4235991.0,4315227.0,1979
China,0.0,0.0,1979
"Coreia do Sul, República",0.0,0.0,1979
Croácia,0.0,0.0,1979
Cuba,0.0,0.0,1979
Emirados Árabes Unidos,0.0,0.0,1979
Eslovênia,0.0,0.0,1979
Eslováquia,0.0,0.0,1979
Espanha,103825.0,92476.0,1979
Estados Unidos,32400.0,36360.0,1979
França,458369.0,795004.0,1979
Geórgia,0.0,0.0,1979
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1979
Grécia,0.0,0.0,1979
Hong Kong,0.0,0.0,1979
Hungria,0.0,0.0,1979
Indonésia,0.0,0.0,1979
Irlanda,0.0,0.0,1979
Israel,0.0,0.0,1979
Itália,407274.0,562726.0,1979
Japão,0.0,0.0,1979
Iugoslávia,2100.0,2050.0,1979
Líbano,0.0,0.0,1979
Luxemburgo,0.0,0.0,1979
Macedônia,0.0,0.0,1979
Marrocos,0.0,0.0,1979
México,0.0,0.0,1979
Moldávia,0.0,0.0,1979
Montenegro,0.0,0.0,1979
Noruega,0.0,0.0,1979
Nova Zelândia,0.0,0.0,1979
Países Baixos (Holanda),0.0,0.0,1979
Panamá,0.0,0.0,1979
Peru,0.0,0.0,1979
Porto Rico,0.0,0.0,1979
Portugal,2823760.0,3493450.0,1979
Reino Unido,0.0,0.0,1979
Republica Dominicana,0.0,0.0,1979
Romênia,0.0,0.0,1979
Rússia,0.0,0.0,1979
San Marino,0.0,0.0,1979
Sérvia,0.0,0.0,1979
Síria,0.0,0.0,1979
Suazilândia,0.0,0.0,1979
Suíça,0.0,0.0,1979
"Tcheca, República",0.0,0.0,1979
Tunísia,0.0,0.0,1979
Turquia,0.0,0.0,1979
Ucrânia,0.0,0.0,1979
Uruguai,13320.0,22900.0,1979
Não consta na tabela,0.0,0.0,1979
Não declarados,0.0,0.0,1979
Outros,2411.0,2614.0,1979
Africa do Sul,0.0,0.0,1980
Alemanha,457033.0,704307.0,1980
Argélia,0.0,0.0,1980
Arábia Saudita,0.0,0.0,1980
Argentina,298471.0,479464.0,1980
Armênia,0.0,0.0,1980
Austrália,0.0,0.0,1980
Áustria,2385.0,5878.0,1980
Bermudas,0.0,0.0,1980
Bélgica,0.0,0.0,1980
Bolívia,0.0,0.0,1980
Bósnia-Herzegovina,0.0,0.0,1980
Brasil,0.0,0.0,1980
Bulgária,0.0,0.0,1980
Canada,0.0,0.0,1980
Chile,2568586.0,3199365.0,1980
China,0.0,0.0,1980
"Coreia do Sul, República",0.0,0.0,1980
Croácia,0.0,0.0,1980
Cuba,0.0,0.0,1980
Emirados Árabes Unidos,0.0,0.0,1980
Eslovênia,0.0,0.0,1980
Eslováquia,0.0,0.0,1980
Espanha,111381.0,109277.0,1980
Estados Unidos,32400.0,36720.0,1980
França,248038.0,508338.0,1980
Geórgia,0.0,0.0,1980
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1980
Grécia,0.0,0.0,1980
Hong Kong,0.0,0.0,1980
Hungria,0.0,0.0,1980
Indonésia,0.0,0.0,1980
Irlanda,0.0,0.0,1980
Israel,0.0,0.0,1980
Itália,217226.0,283635.0,1980
Japão,0.0,0.0,1980
Iugoslávia,0.0,0.0,1980
Líbano,0.0,0.0,1980
Luxemburgo,0.0,0.0,1980
Macedônia,0.0,0.0,1980
Marrocos,0.0,0.0,1980
México,0.0,0.0,1980
Moldávia,0.0,0.0,1980
Montenegro,0.0,0.0,1980
Noruega,0.0,0.0,1980
Nova Zelândia,0.0,0.0,1980
Países Baixos (Holanda),0.0,0.0,1980
Panamá,0.0,0.0,1980
Peru,0.0,0.0,1980
Porto Rico,0.0,0.0,1980
Portugal,1601931.0,2146952.0,1980
Reino Unido,0.0,0.0,1980
Republica Dominicana,0.0,0.0,1980
Romênia,0.0,0.0,1980
Rússia,0.0,0.0,1980
San Marino,0.0,0.0,1980
Sérvia,0.0,0.0,1980
Síria,0.0,0.0,1980
Suazilândia,0.0,0.0,1980
Suíça,0.0,0.0,1980
"Tcheca, República",0.0,0.0,1980
Tunísia,0.0,0.0,1980
Turquia,0.0,0.0,1980
Ucrânia,0.0,0.0,1980
Uruguai,8880.0,16800.0,1980
Não consta na tabela,0.0,0.0,1980
Não declarados,0.0,0.0,1980
Outros,10446.0,10543.0,1980
Africa do Sul,0.0,0.0,1981
Alemanha,707194.0,853830.0,1981
Argélia,0.0,0.0,1981
Arábia Saudita,0.0,0.0,1981
Argentina,131738.0,209173.0,1981
Armênia,0.0,0.0,1981
Austrália,0.0,0.0,1981
Áustria,0.0,0.0,1981
Bermudas,0.0,0.0,1981
Bélgica,0.0,0.0,1981
Bolívia,0.0,0.0,1981
Bósnia-Herzegovina,0.0,0.0,1981
Brasil,0.0,0.0,1981
Bulgária,0.0,0.0,1981
Canada,0.0,0.0,1981
Chile,1647720.0,2344875.0,1981
China,0.0,0.0,1981
"Coreia do Sul, República",0.0,0.0,1981
Croácia,0.0,0.0,1981
Cuba,0.0,0.0,1981
Emirados Árabes Unidos,0.0,0.0,1981
Eslovênia,0.0,0.0,1981
Eslováquia,0.0,0.0,1981
Espanha,56316.0,59696.0,1981
Estados Unidos,28350.0,33443.0,1981
França,303063.0,479427.0,1981
Geórgia,0.0,0.0,1981
"Geórgia do Sul e Sandwich do Sul, Ilhas",0.0,0.0,1981
Grécia,0.0,0.0,1981
Hong Kong,0.0,0.0,1981
Hungria,0.0,0.0,1981
Indonésia,0.0,0.0,1981
Irlanda,0.0,0.0,1981
Israel,0.0,0.0,1981
Itália,178772.0,222760.0,1981
Japão,0.0,0.0,1981
